tool,frame,n_pts,raw_flip,raw_jit,raw_symerr,pose_flip,pose_jit,pose_symerr,rt_flip,rt_jit,rt_symerr
scissors,142,1503,0,0.609,0.691,0,0.57,1.243,0,0.609,0.691
scissors,143,1503,0,0.654,0.737,0,0.588,1.253,0,0.654,0.737
scissors,144,1503,0,0.632,0.76,0,0.605,1.254,0,0.632,0.76
scissors,145,1503,0,0.531,0.612,0,0.586,1.281,0,0.531,0.612
scissors,146,1503,0,0.643,0.702,0,0.603,1.303,0,0.643,0.702
scissors,147,1503,0,0.661,0.765,0,0.621,1.32,0,0.661,0.765
scissors,148,1503,0,0.518,0.699,0,0.6,1.372,0,0.518,0.699
scissors,149,1503,0,0.662,0.742,0,0.619,1.42,0,0.662,0.742
scissors,150,1503,0,0.459,0.618,0,0.578,1.502,0,0.459,0.618
scissors,151,1503,0,0.794,0.801,0,0.632,1.533,0,0.794,0.801
scissors,152,1503,0,0.537,0.691,0,0.604,1.575,0,0.537,0.691
scissors,153,1503,0,0.495,0.664,0,0.573,1.591,0,0.495,0.664
scissors,154,1503,0,0.7,0.783,0,0.606,1.568,0,0.7,0.783
scissors,155,1503,0,0.512,0.681,0,0.58,1.586,0,0.512,0.681
scissors,156,1503,0,0.596,0.683,0,0.587,1.568,0,0.596,0.683
scissors,157,1503,0,0.629,0.728,0,0.598,1.545,0,0.629,0.728
scissors,158,1503,0,0.691,0.743,0,0.624,1.485,0,0.691,0.743
scissors,159,1503,0,0.725,0.845,0,0.653,1.398,0,0.725,0.845
scissors,160,1503,0,0.4,0.692,0,0.584,1.41,0,0.4,0.692
scissors,161,1503,0,0.725,0.726,0,0.623,1.36,0,0.725,0.726
scissors,162,1503,0,0.516,0.724,0,0.591,1.384,0,0.516,0.724
scissors,163,1503,0,0.629,0.738,0,0.601,1.402,0,0.629,0.738
scissors,164,1503,0,0.662,0.789,0,0.616,1.373,0,0.662,0.789
scissors,165,1503,0,0.462,0.638,0,0.58,1.366,0,0.462,0.638
scissors,166,1503,0,0.63,0.668,0,0.598,1.342,0,0.63,0.668
scissors,167,1503,0,0.686,0.772,0,0.618,1.308,0,0.686,0.772
scissors,168,1503,0,0.593,0.667,0,0.61,1.287,0,0.593,0.667
scissors,169,1503,0,0.585,0.719,0,0.596,1.287,0,0.585,0.719
scissors,170,1503,0,0.621,0.731,0,0.603,1.281,0,0.621,0.731
scissors,171,1503,0,0.597,0.695,0,0.602,1.278,0,0.597,0.695
scissors,172,1503,0,0.588,0.737,0,0.596,1.284,0,0.588,0.737
scissors,173,1503,0,0.596,0.695,0,0.598,1.283,0,0.596,0.695
scissors,174,1503,0,0.656,0.759,0,0.612,1.273,0,0.656,0.759
scissors,175,1503,0,0.537,0.779,0,0.599,1.295,0,0.537,0.779
scissors,176,1503,0,0.578,0.7,0,0.588,1.317,0,0.578,0.7
scissors,177,1503,0,0.797,0.854,0,0.641,1.289,0,0.797,0.854
scissors,178,1503,0,0.518,0.827,0,0.611,1.296,0,0.518,0.827
scissors,179,1503,0,0.524,0.735,0,0.586,1.312,0,0.524,0.735
scissors,180,1503,0,0.698,0.78,0,0.617,1.317,0,0.698,0.78
scissors,181,1503,0,0.483,0.65,0,0.581,1.328,0,0.483,0.65
scissors,182,1503,0,0.714,0.773,0,0.613,1.321,0,0.714,0.773
scissors,183,1503,0,0.502,0.759,0,0.589,1.364,0,0.502,0.759
scissors,184,1503,0,0.614,0.825,0,0.595,1.403,0,0.614,0.825
scissors,185,1503,0,0.713,0.772,0,0.622,1.422,0,0.713,0.772
scissors,186,1503,0,0.692,0.898,0,0.635,1.407,0,0.692,0.898
scissors,187,1503,0,0.513,0.8,0,0.604,1.383,0,0.513,0.8
scissors,188,1503,0,0.59,0.737,0,0.6,1.362,0,0.59,0.737
scissors,189,1503,0,0.452,0.698,0,0.559,1.389,0,0.452,0.698
scissors,190,1503,0,0.802,0.823,0,0.62,1.363,0,0.802,0.823
scissors,191,1503,0,0.461,0.687,0,0.58,1.399,0,0.461,0.687
scissors,192,1503,0,0.605,0.731,0,0.589,1.443,0,0.605,0.731
scissors,193,1503,0,0.679,0.767,0,0.61,1.417,0,0.679,0.767
scissors,194,1503,0,0.538,0.683,0,0.592,1.404,0,0.538,0.683
scissors,195,1503,0,0.624,0.735,0,0.604,1.441,0,0.624,0.735
scissors,196,1503,0,0.588,0.769,0,0.601,1.486,0,0.588,0.769
scissors,197,1503,0,0.546,0.677,0,0.582,1.514,0,0.546,0.677
scissors,198,1503,0,0.697,0.717,0,0.612,1.484,0,0.697,0.717
scissors,199,1503,0,0.592,0.732,0,0.61,1.441,0,0.592,0.732
medium_clamp,0,1511,0,0.0,6.179,0,0.0,6.788,0,0.0,6.179
medium_clamp,1,1511,0,0.941,6.455,0,0.331,6.356,0,0.941,6.455
medium_clamp,2,1511,0,0.045,5.934,0,0.178,6.027,0,0.045,5.934
medium_clamp,3,1511,0,1.687,6.957,0,0.543,6.01,0,1.687,6.957
medium_clamp,4,1511,0,0.942,7.308,0,0.685,6.199,0,13.068,6.966
medium_clamp,5,1511,0,0.879,7.586,0,0.731,6.207,0,14.887,7.586
medium_clamp,6,1511,0,0.651,6.415,0,0.563,5.825,0,0.651,6.415
medium_clamp,7,1511,0,1.32,7.135,0,0.758,5.654,0,1.32,7.135
medium_clamp,8,1511,0,0.338,6.239,0,0.495,5.336,0,0.338,6.239
medium_clamp,9,1511,0,0.947,6.541,0,0.514,5.265,0,70.982,65.546
medium_clamp,10,1511,1,179.32,6.632,0,44.446,40.264,0,72.594,6.632
medium_clamp,11,1511,0,0.919,6.933,0,33.103,73.927,0,0.919,6.933
medium_clamp,12,1511,0,0.411,6.775,0,24.73,80.762,0,0.411,6.775
medium_clamp,13,1511,0,0.114,6.284,0,18.523,61.656,0,0.114,6.284
medium_clamp,14,1511,0,0.804,6.44,0,13.697,47.369,0,35.653,41.183
medium_clamp,15,1511,0,0.755,6.608,0,10.083,36.695,0,34.114,6.608
medium_clamp,16,1511,0,1.095,7.116,0,7.29,28.819,0,1.095,7.116
medium_clamp,17,1511,0,0.272,6.349,0,5.505,22.727,0,0.272,6.349
medium_clamp,18,1511,0,1.202,6.941,0,3.83,18.307,0,1.202,6.941
medium_clamp,19,1511,0,0.387,6.751,0,2.787,14.93,0,45.991,39.784
medium_clamp,20,1511,0,1.297,7.408,0,1.768,12.596,0,47.638,7.408
medium_clamp,21,1511,0,0.144,6.883,0,1.304,10.719,0,0.144,6.883
medium_clamp,22,1511,0,0.087,6.356,0,1.055,9.257,0,0.087,6.356
medium_clamp,23,1511,0,1.241,6.982,0,0.422,8.281,0,1.241,6.982
medium_clamp,24,1511,0,0.504,6.903,0,0.237,7.491,0,25.521,19.301
medium_clamp,25,1511,0,0.183,6.333,0,0.191,6.831,0,26.063,6.333
medium_clamp,26,1511,0,1.332,7.077,0,0.241,6.476,0,1.332,7.077
medium_clamp,27,1511,0,0.915,7.356,0,0.407,6.322,0,0.915,7.356
medium_clamp,28,1511,0,0.186,6.963,0,0.356,6.07,0,0.186,6.963
medium_clamp,29,1511,0,0.168,6.534,0,0.299,5.802,0,26.019,19.8
medium_clamp,30,1511,0,1.617,7.575,0,0.658,5.777,0,27.783,7.575
medium_clamp,31,1511,0,0.277,7.235,0,0.548,5.694,0,0.277,7.235
medium_clamp,32,1511,0,0.044,6.693,0,0.411,5.517,0,0.044,6.693
medium_clamp,33,1511,0,1.178,7.251,0,0.603,5.517,0,1.178,7.251
medium_clamp,34,1511,0,0.472,7.136,0,0.57,5.516,0,30.715,37.268
medium_clamp,35,1511,0,0.135,6.694,0,0.49,5.341,0,30.127,6.694
medium_clamp,36,1511,0,0.229,6.247,0,0.385,5.138,0,0.229,6.247
medium_clamp,37,1511,0,1.634,7.298,0,0.694,5.246,0,1.634,7.298
medium_clamp,38,1511,0,0.213,6.756,0,0.619,5.125,0,0.213,6.756
medium_clamp,39,1511,0,1.085,7.264,0,0.837,5.125,0,24.106,30.165
medium_clamp,40,1511,0,0.262,6.958,0,0.574,5.095,0,22.771,6.958
medium_clamp,41,1511,0,0.82,7.102,0,0.635,5.149,0,0.82,7.102
medium_clamp,42,1511,0,0.085,6.605,0,0.496,5.02,0,0.085,6.605
medium_clamp,43,1511,0,1.68,7.669,0,0.891,5.161,0,1.68,7.669
medium_clamp,44,1511,0,0.159,7.022,0,0.69,5.131,0,20.967,27.928
medium_clamp,45,1511,0,0.194,6.263,0,0.509,4.934,0,21.207,6.263
medium_clamp,46,1511,0,0.708,6.395,0,0.499,4.832,0,0.708,6.395
medium_clamp,47,1511,0,0.836,6.661,0,0.657,4.79,0,0.836,6.661
medium_clamp,48,1511,0,1.028,7.047,0,0.774,4.886,0,1.028,7.047
medium_clamp,49,1511,0,0.578,7.056,0,0.714,4.981,0,47.25,40.992
medium_clamp,50,1511,0,0.569,6.934,0,0.749,5.092,0,48.335,6.934
medium_clamp,51,1511,0,0.249,6.598,0,0.629,5.134,0,0.249,6.598
medium_clamp,52,1511,0,0.963,6.948,0,0.747,5.328,0,0.963,6.948
medium_clamp,53,1511,0,1.265,7.607,0,0.823,5.617,0,1.265,7.607
medium_clamp,54,1511,0,1.288,5.783,0,0.27,5.328,0,42.312,49.215
medium_clamp,55,1511,0,1.562,6.715,0,0.625,5.26,0,42.04,6.715
medium_clamp,56,1511,0,0.757,6.89,0,0.648,5.259,0,0.757,6.89
medium_clamp,57,1511,0,0.112,6.434,0,0.52,5.249,0,0.112,6.434
medium_clamp,58,1511,0,0.968,6.756,0,0.619,5.314,0,0.968,6.756
medium_clamp,59,1511,0,1.07,7.235,0,0.736,5.417,0,28.988,35.031
medium_clamp,60,1511,0,0.481,7.079,0,0.798,5.312,0,27.463,7.079
medium_clamp,61,1511,0,0.572,7.071,0,0.813,5.208,0,0.572,7.071
medium_clamp,62,1511,0,0.737,7.238,0,0.788,5.184,0,0.737,7.238
medium_clamp,63,1511,0,1.391,8.002,0,1.002,5.367,0,1.391,8.002
medium_clamp,64,1511,0,0.972,6.459,0,0.765,5.163,0,72.705,79.972
medium_clamp,65,1511,0,1.211,7.084,0,0.86,5.237,0,72.452,7.084
medium_clamp,66,1511,0,0.254,6.305,0,0.431,5.07,0,0.254,6.305
medium_clamp,67,1511,0,1.223,6.924,0,0.598,5.071,0,1.223,6.924
medium_clamp,68,1511,0,0.386,6.013,0,0.507,4.789,0,0.386,6.013
medium_clamp,69,1511,0,1.725,7.101,0,0.81,4.878,0,27.898,33.158
medium_clamp,70,1511,0,0.134,6.4,0,0.546,4.789,0,26.309,6.4
medium_clamp,71,1511,0,0.582,6.385,0,0.594,4.751,0,0.582,6.385
medium_clamp,72,1511,0,0.777,6.567,0,0.675,4.82,0,0.777,6.567
medium_clamp,73,1511,0,1.03,7.014,0,0.69,4.918,0,1.03,7.014
medium_clamp,74,1511,0,0.64,7.026,0,0.697,4.967,0,71.278,77.536
medium_clamp,75,1511,0,0.983,7.403,0,0.891,5.038,0,69.672,7.403
medium_clamp,76,1511,0,0.198,6.657,0,0.569,5.013,0,0.198,6.657
medium_clamp,77,1511,0,0.472,6.559,0,0.558,4.988,0,0.472,6.559
medium_clamp,78,1511,0,0.859,6.817,0,0.67,5.083,0,0.859,6.817
medium_clamp,79,1511,0,2.031,8.189,0,0.962,5.481,0,35.735,29.694
medium_clamp,80,1511,0,1.013,6.652,0,0.483,5.334,0,36.75,6.652
medium_clamp,81,1511,0,0.382,6.456,0,0.453,5.15,0,0.382,6.456
medium_clamp,82,1511,0,1.404,7.17,0,0.714,5.166,0,1.404,7.17
medium_clamp,83,1511,0,0.222,6.395,0,0.557,4.954,0,0.222,6.395
medium_clamp,84,1511,0,1.281,6.991,0,0.714,4.962,0,18.814,24.464
medium_clamp,85,1511,0,0.202,6.484,0,0.509,4.853,0,17.542,6.484
medium_clamp,86,1511,0,0.965,6.759,0,0.605,4.862,0,0.965,6.759
medium_clamp,87,1511,0,0.311,6.447,0,0.543,4.82,0,0.311,6.447
medium_clamp,88,1511,0,1.135,7.004,0,0.672,4.897,0,1.135,7.004
medium_clamp,89,1511,0,0.183,6.276,0,0.482,4.744,0,27.581,21.347
medium_clamp,90,1511,1,149.745,6.285,0,37.089,62.773,0,57.654,6.285
medium_clamp,91,1511,0,1.281,6.937,0,27.493,89.147,0,1.281,6.937
medium_clamp,92,1511,0,0.332,6.697,0,20.528,68.032,0,0.332,6.697
medium_clamp,93,1511,0,0.781,6.876,0,15.2,52.241,0,0.781,6.876
medium_clamp,94,1511,0,1.152,7.389,0,11.12,40.532,0,64.163,58.021
medium_clamp,95,1511,1,179.665,7.131,0,36.751,76.687,0,65.632,7.131
medium_clamp,96,1511,0,0.825,7.381,0,27.785,76.128,0,0.825,7.381
medium_clamp,97,1511,0,0.016,6.825,0,20.836,55.888,0,0.016,6.825
medium_clamp,98,1511,0,0.358,5.911,0,15.548,40.936,0,0.358,5.911
medium_clamp,99,1511,0,2.123,7.422,0,12.194,29.339,0,26.994,32.187
medium_clamp,100,1511,0,0.253,6.663,0,9.118,20.816,0,25.021,6.663
medium_clamp,101,1511,0,0.315,6.401,0,6.909,14.503,0,0.315,6.401
medium_clamp,102,1511,0,1.106,6.935,0,5.446,9.658,0,1.106,6.935
medium_clamp,103,1511,0,0.24,6.232,0,4.077,6.178,0,0.24,6.232
medium_clamp,104,1511,0,1.473,7.063,0,3.421,3.353,0,10.461,5.152
medium_clamp,105,1511,0,0.441,6.897,0,2.649,1.32,0,12.287,6.897
medium_clamp,106,1511,1,178.65,7.545,0,42.684,44.572,0,1.35,7.545
medium_clamp,107,1511,0,0.713,6.31,0,32.189,77.355,0,0.713,6.31
medium_clamp,108,1511,0,1.228,6.929,0,23.833,78.223,0,1.228,6.929
medium_clamp,109,1511,0,0.446,6.755,0,17.772,59.878,0,32.3,38.502
medium_clamp,110,1511,0,0.474,6.659,0,13.218,46.097,0,31.406,6.659
medium_clamp,111,1511,0,0.265,6.247,0,9.856,35.665,0,0.265,6.247
medium_clamp,112,1511,0,1.216,6.889,0,7.089,27.992,0,1.216,6.889
medium_clamp,113,1511,0,0.406,6.543,0,5.247,22.154,0,0.406,6.543
medium_clamp,114,1511,0,1.309,7.259,0,3.607,17.956,0,52.018,46.215
medium_clamp,115,1511,0,0.347,6.359,0,2.795,14.586,0,52.982,6.359
medium_clamp,116,1511,0,1.298,7.066,0,1.772,12.24,0,1.298,7.066
medium_clamp,117,1511,0,0.275,6.652,0,1.293,10.407,0,0.275,6.652
medium_clamp,118,1511,0,0.922,6.987,0,0.728,9.104,0,0.922,6.987
medium_clamp,119,1511,0,0.858,7.224,0,0.339,8.185,0,4.832,11.156
medium_clamp,120,1511,0,0.292,6.942,0,0.406,7.364,0,3.706,6.942
medium_clamp,121,1511,0,0.384,5.995,0,0.313,6.523,0,0.384,5.995
medium_clamp,122,1511,0,1.298,6.691,0,0.246,6.066,0,1.298,6.691
medium_clamp,123,1511,0,0.115,6.209,0,0.162,5.635,0,0.115,6.209
medium_clamp,124,1511,0,1.18,6.792,0,0.432,5.426,0,18.374,12.992
medium_clamp,125,1511,0,0.822,7.029,0,0.523,5.365,0,20.376,7.029
medium_clamp,126,1511,0,1.394,7.802,0,0.795,5.566,0,1.394,7.802
medium_clamp,127,1511,0,0.129,7.306,0,0.733,5.672,0,0.129,7.306
medium_clamp,128,1511,0,0.231,6.965,0,0.563,5.674,0,0.231,6.965
medium_clamp,129,1511,0,0.276,6.633,0,0.431,5.539,0,3.629,2.931
medium_clamp,130,1511,0,0.83,6.872,0,0.539,5.451,0,4.718,6.872
medium_clamp,131,1511,0,0.901,7.178,0,0.64,5.433,0,0.901,7.178
medium_clamp,132,1511,0,0.382,6.887,0,0.613,5.314,0,0.382,6.887
medium_clamp,133,1511,0,0.574,6.86,0,0.591,5.224,0,0.574,6.86
medium_clamp,134,1511,0,0.561,6.835,0,0.59,5.253,0,16.027,9.963
medium_clamp,135,1511,0,0.761,7.008,0,0.632,5.22,0,17.349,7.008
medium_clamp,136,1511,0,0.137,6.516,0,0.489,5.098,0,0.137,6.516
medium_clamp,137,1511,0,0.836,6.746,0,0.577,5.11,0,0.836,6.746
medium_clamp,138,1511,0,0.332,6.212,0,0.422,4.974,0,0.332,6.212
medium_clamp,139,1511,0,0.707,6.275,0,0.498,4.846,0,76.776,82.185
medium_clamp,140,1511,0,1.214,6.759,0,0.66,4.945,0,74.933,6.759
medium_clamp,141,1511,0,0.428,6.581,0,0.581,4.923,0,0.428,6.581
medium_clamp,142,1511,0,1.253,7.248,0,0.748,5.065,0,1.253,7.248
medium_clamp,143,1511,0,0.104,6.723,0,0.582,5.086,0,0.104,6.723
medium_clamp,144,1511,0,1.099,7.139,0,0.731,5.272,0,37.897,31.964
medium_clamp,145,1511,0,0.719,7.278,0,0.701,5.388,0,39.679,7.278
medium_clamp,146,1511,0,0.415,6.3,0,0.423,5.24,0,0.415,6.3
medium_clamp,147,1511,0,1.508,7.209,0,0.706,5.394,0,1.508,7.209
medium_clamp,148,1511,0,0.28,6.827,0,0.669,5.54,0,0.28,6.827
medium_clamp,149,1511,0,0.644,6.888,0,0.627,5.646,0,84.487,78.388
medium_clamp,150,1511,0,0.075,6.274,0,0.562,5.357,0,85.102,6.274
medium_clamp,151,1511,0,2.114,7.776,0,0.908,5.481,0,2.114,7.776
medium_clamp,152,1511,0,0.699,6.506,0,0.482,5.421,0,0.699,6.506
medium_clamp,153,1511,0,0.137,5.801,0,0.497,5.026,0,0.137,5.801
medium_clamp,154,1511,0,1.746,6.912,0,0.687,5.063,0,79.782,74.744
medium_clamp,155,1511,0,0.966,7.27,0,0.749,5.208,0,82.489,7.27
medium_clamp,156,1511,0,0.735,6.053,0,0.387,5.0,0,0.735,6.053
medium_clamp,157,1511,0,1.561,7.04,0,0.679,5.118,0,1.561,7.04
medium_clamp,158,1511,0,0.881,7.269,0,0.887,5.457,0,0.881,7.269
medium_clamp,159,1511,0,0.269,6.651,0,0.676,5.619,0,30.204,23.737
medium_clamp,160,1511,0,0.09,6.159,0,0.576,5.705,0,30.275,6.159
medium_clamp,161,1511,0,1.689,7.187,0,0.774,5.984,0,1.689,7.187
medium_clamp,162,1511,0,0.375,6.244,0,0.459,5.923,0,0.375,6.244
medium_clamp,163,1511,0,1.125,6.794,0,0.632,5.925,0,1.125,6.794
medium_clamp,164,1511,0,0.815,7.016,0,0.676,6.001,0,31.24,37.306
medium_clamp,165,1511,0,0.527,6.858,0,0.635,6.099,0,29.956,6.858
medium_clamp,166,1511,0,0.2,6.414,0,0.61,5.809,0,0.2,6.414
medium_clamp,167,1511,0,0.724,6.543,0,0.55,5.717,0,0.724,6.543
medium_clamp,168,1511,0,0.704,6.628,0,0.656,5.553,0,0.704,6.628
medium_clamp,169,1511,0,0.567,6.555,0,0.621,5.429,0,67.304,61.439
medium_clamp,170,1511,0,0.836,6.802,0,0.862,5.214,0,68.683,6.802
medium_clamp,171,1511,0,0.645,5.599,0,0.684,4.739,0,0.645,5.599
medium_clamp,172,1511,0,1.294,6.302,0,0.696,4.584,0,1.294,6.302
medium_clamp,173,1511,0,1.856,7.528,0,0.889,4.895,0,1.856,7.528
medium_clamp,174,1511,0,0.119,6.97,0,0.665,4.989,0,18.615,11.913
medium_clamp,175,1511,0,0.529,6.794,0,0.648,5.085,0,19.064,6.794
medium_clamp,176,1511,0,0.59,6.791,0,0.709,5.245,0,0.59,6.791
medium_clamp,177,1511,0,0.262,6.437,0,0.745,5.433,0,0.262,6.437
medium_clamp,178,1511,0,1.643,7.482,0,0.796,5.667,0,1.643,7.482
medium_clamp,179,1511,0,0.315,7.094,0,0.653,5.695,0,18.431,11.727
medium_clamp,180,1511,0,0.791,7.308,0,0.71,5.897,0,19.423,7.308
medium_clamp,181,1511,0,0.375,7.075,0,0.637,6.037,0,0.375,7.075
medium_clamp,182,1511,0,0.102,6.566,0,0.472,5.943,0,0.102,6.566
medium_clamp,183,1511,0,0.838,6.831,0,0.57,5.892,0,0.838,6.831
medium_clamp,184,1511,0,0.322,6.37,0,0.513,5.683,0,3.439,9.567
medium_clamp,185,1511,0,1.151,6.893,0,0.677,5.625,0,2.112,6.893
medium_clamp,186,1511,0,0.47,6.76,0,0.598,5.616,0,0.47,6.76
medium_clamp,187,1511,0,0.771,6.958,0,0.632,5.679,0,0.771,6.958
medium_clamp,188,1511,0,0.181,6.22,0,0.448,5.621,0,0.181,6.22
medium_clamp,189,1511,0,0.787,6.406,0,0.526,5.644,0,86.243,80.805
medium_clamp,190,1511,0,1.253,7.007,0,0.72,5.85,0,88.268,7.007
medium_clamp,191,1511,0,0.31,6.128,0,0.476,5.857,0,0.31,6.128
medium_clamp,192,1511,0,1.753,7.286,0,0.772,5.986,0,1.753,7.286
medium_clamp,193,1511,0,0.287,6.442,0,0.511,5.936,0,0.287,6.442
medium_clamp,194,1511,0,0.471,6.333,0,0.607,5.675,0,4.069,9.874
medium_clamp,195,1511,0,1.569,7.287,0,0.765,5.852,0,2.031,7.287
medium_clamp,196,1511,0,0.181,6.535,0,0.54,5.764,0,0.181,6.535
medium_clamp,197,1511,0,0.647,6.578,0,0.564,5.705,0,0.647,6.578
medium_clamp,198,1511,0,0.83,6.839,0,0.657,5.63,0,0.83,6.839
medium_clamp,199,1511,0,0.509,6.64,0,0.599,5.535,0,82.19,76.132
